,tweet_id,retweet_count,favorite_count
274,670822709593571328,99,620
275,670823764196741120,197,785
276,670826280409919488,4145,5614
277,670832455012716544,224,741
278,670833812859932672,128,454
279,670838202509447168,711,1127
280,670840546554966016,198,599
281,670842764863651840,8916,24842
282,670995969505435648,299,1117
283,671109016219725824,449,1160
284,671115716440031232,792,1378
285,671122204919246848,2578,3529
286,671134062904504320,199,759
287,671138694582165504,413,936
288,671141549288370176,669,1175
289,671147085991960576,230,683
290,671151324042559488,158,677
291,671154572044468224,225,723
292,671159727754231808,84,379
293,671163268581498880,1133,1676
294,671166507850801152,360,886
295,671182547775299584,352,1135
296,671186162933985280,218,744
297,671347597085433856,439,965
298,671355857343524864,116,486
299,671357843010908160,150,403
300,671362598324076544,299,1122
301,671390180817915904,748,1435
302,671485057807351808,236,765
303,671486386088865792,209,583
304,671488513339211776,479,1020
305,671497587707535360,454,926
306,671504605491109888,3619,7095
307,671511350426865664,740,1626
308,671518598289059840,298,963
309,671520732782923776,537,1416
310,671528761649688576,265,851
311,671533943490011136,591,1031
312,671536543010570240,420,1187
313,671538301157904384,404,935
314,671542985629241344,575,1102
315,671544874165002240,1069,1998
316,671547767500775424,609,1363
317,671550332464455680,211,926
318,671561002136281088,7388,12951
319,671729906628341760,4445,8583
320,671735591348891648,774,1468
321,671743150407421952,236,747
322,671744970634719232,789,1358
323,671763349865160704,946,1705
324,671768281401958400,538,1203
325,671789708968640512,3569,7126
326,671855973984772096,455,916
327,671866342182637568,511,1132
328,671874878652489728,570,1259
329,671879137494245376,699,1440
330,671882082306625536,1406,3502
331,671891728106971136,585,1343
332,671896809300709376,4250,8559
333,672068090318987264,526,1301
334,672082170312290304,374,949
335,672095186491711488,374,1008
336,672125275208069120,1166,2431
337,672139350159835136,730,1765
338,672160042234327040,365,883
339,672169685991993344,376,1031
340,672205392827572224,1180,2288
341,672222792075620352,215,793
342,672231046314901504,1039,1855
343,672239279297454080,329,905
344,672245253877968896,162,696
345,672248013293752320,625,1737
346,672254177670729728,759,1448
347,672256522047614976,1591,2841
348,672264251789176832,346,1155
349,672267570918129664,629,1520
350,672272411274932224,3472,6523
351,672466075045466112,552,1368
352,672475084225949696,716,1446
353,672481316919734272,128,724
354,672482722825261056,617,1149
355,672488522314567680,447,1124
356,672523490734551040,175,649
357,672538107540070400,375,1040
358,672591271085670400,188,738
359,672591762242805760,342,959
360,672594978741354496,621,1341
361,672604026190569472,405,1122
362,672609152938721280,399,1127
363,672614745925664768,599,1232
364,672622327801233408,506,1311
365,672640509974827008,329,983
366,672828477930868736,504,1267
367,672834301050937344,583,1328
368,672877615439593472,379,1045
369,672884426393653248,851,1571
370,672898206762672128,432,912
371,672902681409806336,516,1382
372,672964561327235072,654,1433
373,672968025906282496,558,1331
374,672970152493887488,365,956
375,672975131468300288,936,1706
376,672980819271634944,1028,1840
377,672984142909456384,557,1265
378,672988786805112832,301,993
379,672995267319328768,307,969
380,672997845381865472,737,1991
381,673148804208660480,648,1712
382,673213039743795200,867,2281
383,673240798075449344,750,1436
384,673270968295534592,377,1077
385,673295268553605120,3249,7616
386,673317986296586240,266,880
387,673320132811366400,8165,13660
388,673342308415348736,602,1293
389,673343217010679808,278,985
390,673345638550134784,1315,2554
391,673350198937153536,218,754
392,673352124999274496,549,1674
393,673355879178194944,596,1511
394,673359818736984064,687,1477
395,673363615379013632,312,1038
396,673576835670777856,574,1400
397,673580926094458880,274,844
398,673583129559498752,377,1209
399,673612854080196608,740,1611
400,673636718965334016,370,1125
401,673656262056419328,248,725
402,673662677122719744,370,1271
403,673680198160809984,481,1387
404,673686845050527744,450,1458
405,673688752737402880,505,1280
406,673689733134946304,667,1760
407,673697980713705472,2011,3859
408,673700254269775872,590,1458
409,673705679337693184,411,1273
410,673707060090052608,403,1110
411,673708611235921920,299,1094
412,673709992831262720,283,860
413,673711475735838720,304,1051
414,673715861853720576,2150,3590
415,673716320723169280,782,3118
416,673887867907739648,257,942
417,673906403526995968,1662,3234
418,673919437611909120,378,1186
419,673956914389192704,996,1978
420,674008982932058112,366,1214
421,674014384960745472,666,1583
422,674019345211760640,309,1152
423,674024893172875264,1266,1810
424,674036086168010752,219,860
425,674038233588723712,425,1122
426,674042553264685056,132,735
427,674045139690631168,658,1439
428,674051556661161984,499,1466
429,674053186244734976,1339,3380
430,674063288070742016,2282,6470
431,674075285688614912,298,996
432,674082852460433408,176,766
433,674255168825880576,574,1491
434,674262580978937856,468,1327
435,674265582246694912,877,1668
436,674269164442398720,232,916
437,674271431610523648,752,1594
438,674291837063053312,6093,14996
439,674307341513269248,7187,11526
440,674318007229923328,530,1441
441,674330906434379776,76,572
442,674372068062928896,322,861
443,674394782723014656,592,1527
444,674410619106390016,482,1221
445,674416750885273600,145,694
446,674422304705744896,554,1461
447,674436901579923456,407,1134
448,674447403907457024,367,1087
449,674468880899788800,2131,6337
450,674606911342424064,102,957
451,674632714662858752,598,1530
452,674638615994089472,600,1714
453,674644256330530816,277,1047
454,674646392044941312,516,1462
455,674664755118911488,263,944
456,674670581682434048,676,1642
457,674690135443775488,484,1172
458,674737130913071104,96,660
459,674739953134403584,409,1133
460,674742531037511680,53,500
461,674743008475090944,574,1433
462,674752233200820224,483,1484
463,674754018082705408,466,1385
464,674764817387900928,247,797
465,674767892831932416,819,1861
466,674774481756377088,494,1147
467,674781762103414784,1249,2038
468,674788554665512960,218,826
469,674790488185167872,260,1128
470,674793399141146624,1132,2553
471,674800520222154752,891,3067
472,674805413498527744,368,878
473,674999807681908736,1142,2287
474,675003128568291328,490,1589
475,675006312288268288,236,1005
476,675015141583413248,1247,2771
477,675047298674663424,342,1085
478,675109292475830272,1180,2856
479,675111688094527488,263,983
480,675113801096802304,813,1993
481,675135153782571008,512,1325
482,675145476954566656,940,2185
483,675146535592706048,326,1220
484,675147105808306176,250,964
485,675149409102012416,1752,3825
486,675153376133427200,2716,6422
487,675166823650848768,1673,3693
488,675334060156301312,1346,2844
489,675349384339542016,2349,3999
490,675354435921575936,17905,33595
491,675362609739206656,237,1072
492,675372240448454656,529,1733
493,675432746517426176,593,1563
494,675483430902214656,1014,1889
495,675489971617296384,622,1335
496,675497103322386432,1351,3212
497,675501075957489664,6048,17543
498,675517828909424640,476,1329
499,675522403582218240,298,1069
500,675531475945709568,402,1213
501,675534494439489536,435,1866
502,675706639471788032,102,662
503,675707330206547968,727,2029
504,675710890956750848,860,1937
505,675740360753160192,363,1199
506,675781562965868544,495,1661
507,675798442703122432,3534,10505
508,675820929667219456,240,1079
509,675822767435051008,558,1562
510,675845657354215424,929,2343
511,675849018447167488,155,968
512,675853064436391936,1356,2760
513,675870721063669760,599,1683
514,675878199931371520,1459,4282
515,675888385639251968,1004,2438
516,675891555769696256,906,2188
517,675898130735476736,597,1672
518,676089483918516224,451,1352
519,676098748976615424,1505,3092
520,676101918813499392,1211,2894
521,676121918416756736,1212,2214
522,676146341966438400,697,1977
523,676191832485810176,1077,2343
524,676215927814406144,611,1785
525,676219687039057920,32420,77010
526,676237365392908288,306,1260
527,676263575653122048,578,2136
528,676430933382295552,361,1435
529,676440007570247680,695,1768
530,676470639084101632,4894,11938
531,676496375194980352,560,1563
532,676533798876651520,583,1935
533,676575501977128960,1173,2675
534,676582956622721024,291,1238
535,676588346097852416,837,2397
536,676590572941893632,133,944
537,676593408224403456,2265,4716
538,676603393314578432,404,1201
539,676606785097199616,459,1935
540,676613908052996096,206,1119
541,676617503762681856,1031,2986
542,676776431406465024,2104,5157
543,676811746707918848,444,1454
544,676819651066732544,698,1858
545,676821958043033600,16397,23787
546,676864501615042560,745,2163
547,676897532954456064,761,2327
548,676916996760600576,1888,3058
549,676936541936185344,5159,13115
550,676942428000112640,797,2136
551,676946864479084544,396,1763
552,676948236477857792,917,2243
553,676949632774234112,419,1344
554,676957860086095872,848,2287
555,676975532580409344,1129,2866
556,677187300187611136,972,2816
557,677228873407442944,1721,3655
558,677269281705472000,742,2064
559,677301033169788928,433,1278
560,677314812125323264,564,1693
561,677328882937298944,1577,3750
562,677331501395156992,246,1130
563,677334615166730240,307,1402
564,677335745548390400,1882,3139
565,677530072887205888,239,1112
566,677547928504967168,3841,7164
567,677557565589463040,1224,2519
568,677565715327688704,483,1337
569,677573743309385728,763,2214
570,677644091929329664,840,1928
571,677662372920729600,1025,2018
572,677673981332312064,1579,3457
573,677687604918272000,892,2564
574,677698403548192768,336,1270
575,677700003327029248,1526,3510
576,677716515794329600,1017,3161
577,677895101218201600,2221,5007
578,677918531514703872,432,1399
579,677961670166224896,1779,3541
580,678021115718029312,6741,14250
581,678023323247357952,405,1999
582,678255464182861824,394,1640
583,678278586130948096,6420,11872
584,678334497360859136,274,1349
585,678341075375947776,567,1792
586,678380236862578688,962,2528
587,678389028614488064,442,1937
588,678396796259975168,443,1645
589,678399652199309312,33597,82069
590,678410210315247616,1928,4394
591,678424312106393600,2684,5610
592,678446151570427904,1659,4146
593,678643457146150912,448,2128
594,678675843183484928,1567,2981
595,678708137298427904,2567,5775
596,678740035362037760,1799,3904
597,678755239630127104,3502,7405
598,678764513869611008,504,1702
599,678767140346941440,1449,3672
600,678774928607469568,971,2908
601,678798276842360832,1256,3609
602,678800283649069056,956,2676
603,678969228704284672,488,1704
604,678991772295516160,1250,2413
605,679001094530465792,1310,2938
606,679047485189439488,719,2339
607,679062614270468096,8699,17722
608,679111216690831360,2710,6188
609,679132435750195200,1229,3080
610,679148763231985664,1093,2878
611,679158373988876288,8586,22304
612,679405845277462528,1273,2473
613,679462823135686656,19975,33016
614,679475951516934144,678,2178
615,679503373272485888,1562,3272
616,679511351870550016,1346,3509
617,679527802031484928,766,2754
618,679530280114372608,2202,4957
619,679722016581222400,497,1726
620,679729593985699840,869,2254
621,679736210798047232,842,2172
622,679777920601223168,1184,3209
623,679828447187857408,14907,37737
624,679844490799091712,810,2470
625,679854723806179328,1307,2980
626,679862121895714816,661,2554
627,679872969355714560,705,2269
628,679877062409191424,685,2053
629,680070545539371008,932,2686
630,680085611152338944,9492,13327
631,680100725817409536,1451,3722
632,680115823365742592,964,2824
633,680130881361686528,1012,2381
634,680145970311643136,1860,3769
635,680161097740095488,781,2421
636,680176173301628928,1664,4063
637,680191257256136704,534,2232
638,680206703334408192,1251,2961
639,680221482581123072,305,1516
640,680440374763077632,535,1513
641,680473011644985344,792,2656
642,680494726643068928,510,1791
643,680497766108381184,2025,4409
644,680583894916304896,1432,3778
645,680609293079592960,755,2748
646,680798457301471232,1108,2979
647,680801747103793152,877,2466
648,680805554198020096,705,2254
649,680836378243002368,1411,3607
650,680889648562991104,387,1840
651,680913438424612864,657,2494
652,680934982542561280,466,2164
653,680940246314430464,1121,3359
654,680959110691590144,2126,4745
655,680970795137544192,709,2531
656,681193455364796416,1579,3869
657,681231109724700672,514,2502
658,681242418453299200,573,1564
659,681261549936340992,291,1516
660,681281657291280384,1171,3353
661,681297372102656000,1017,3340
662,681302363064414208,1941,4111
663,681320187870711808,804,2769
664,681339448655802368,4320,9695
665,681340665377193984,297,1712
666,681523177663676416,6175,14948
667,681579835668455424,1383,3698
668,681610798867845120,504,1987
669,681654059175129088,986,2744
670,681679526984871936,478,1839
671,681694085539872768,4310,13318
672,681891461017812992,878,2569
673,681981167097122816,1096,2915
674,682003177596559360,1631,3286
675,682032003584274432,2141,6873
676,682047327939461120,1026,3344
677,682059653698686976,1794,5173
678,682088079302213632,10517,19078
679,682242692827447296,1254,3395
680,682259524040966144,1287,4346
681,682303737705140224,1063,3212
682,682389078323662848,496,1735
683,682393905736888320,728,2338
684,682406705142087680,1873,7916
685,682429480204398592,1240,3584
686,682638830361513984,643,2146
687,682662431982772224,1150,3177
688,682697186228989952,380,1368
689,682750546109968384,463,1586
690,682788441537560576,1188,2575
691,682808988178739200,192,1848
692,682962037429899264,17733,38567
693,683030066213818368,773,2245
694,683078886620553216,599,2069
695,683098815881154560,703,2264
696,683111407806746624,970,3544
697,683142553609318400,1108,3014
698,683357973142474752,998,3069
699,683391852557561856,2535,7955
700,683449695444799488,1711,4064
701,683462770029932544,712,2534
702,683481228088049664,1058,2758
703,683498322573824000,1024,3307
704,683515932363329536,3102,7682
705,683742671509258240,3534,6782
706,683773439333797888,1443,3489
707,683828599284170752,1123,2925
708,683834909291606016,1182,2732
709,683849932751646720,1041,2735
710,683852578183077888,371,2015
711,683857920510050304,1188,3974
712,684097758874210304,1526,4284
713,684122891630342144,501,2083
714,684147889187209216,1591,3112
715,684177701129875456,714,2108
716,684188786104872960,1249,3628
717,684195085588783104,550,2001
718,684200372118904832,1095,2256
719,684222868335505408,1463,3998
720,684225744407494656,227,1288
721,684241637099323392,3519,8507
722,684460069371654144,590,2069
723,684481074559381504,1241,4051
724,684538444857667584,1012,2767
725,684567543613382656,1307,3140
726,684588130326986752,1492,4298
727,684594889858887680,3753,9323
728,684800227459624960,1058,2835
729,684830982659280896,22965,36566
730,684880619965411328,871,2193
731,684902183876321280,564,1961
732,684914660081053696,1558,3666
733,684926975086034944,493,3657
734,684940049151070208,1108,3356
735,684959798585110528,3329,7113
736,684969860808454144,402,2469
737,685169283572338688,1511,4276
738,685198997565345792,705,2436
739,685268753634967552,1279,3230
740,685307451701334016,467,2162
741,685315239903100928,1149,3500
742,685321586178670592,684,2765
743,685325112850124800,4232,9902
744,685532292383666176,1225,3172
745,685547936038666240,16680,34426
746,685641971164143616,831,3062
747,685663452032069632,1555,3403
748,685667379192414208,608,2445
749,685681090388975616,134,2124
750,685906723014619136,3096,7855
751,685943807276412928,638,1700
752,685973236358713344,557,2206
753,686003207160610816,676,1909
754,686007916130873344,449,2595
755,686034024800862208,1237,3260
756,686035780142297088,129,1207
757,686050296934563840,776,2303
758,686286779679375360,1769,4175
759,686358356425093120,722,2298
760,686377065986265088,598,2317
761,686386521809772544,934,3405
762,686394059078897664,720,1823
763,686606069955735552,579,1980
764,686618349602762752,1448,3856
765,686683045143953408,851,2936
766,686730991906516992,1273,4335
767,686749460672679936,1547,3627
768,686760001961103360,1461,3677
769,686947101016735744,3375,8996
770,687096057537363968,642,2346
771,687102708889812992,1051,2441
772,687109925361856512,2614,6074
773,687124485711986688,532,2262
774,687127927494963200,2432,5694
775,687312378585812992,2016,4550
776,687317306314240000,9696,20969
777,687399393394311168,663,1974
778,687460506001633280,575,2140
779,687476254459715584,564,2066
780,687480748861947904,256,1666
781,687494652870668288,609,1991
782,687664829264453632,541,2019
783,687704180304273408,884,2550
784,687732144991551488,699,1842
785,687807801670897664,744,2502
786,687818504314159104,1009,2617
787,687826841265172480,1195,2851
788,687841446767013888,2684,5714
789,688064179421470720,381,1807
790,688116655151435776,828,2951
791,688179443353796608,620,2207
792,688211956440801280,880,2327
793,688385280030670848,4718,9690
794,688519176466644992,780,2418
795,688547210804498432,744,2734
796,688789766343622656,704,2318
797,688804835492233216,206,1006
798,688828561667567616,396,1439
799,688894073864884224,738,2338
800,688898160958271488,839,2199
801,688908934925697024,822,2206
802,688916208532455424,926,2856
803,689143371370250240,542,2112
804,689154315265683456,1065,3205
805,689255633275777024,1150,2670
806,689275259254616064,260,1209
807,689280876073582592,756,2079
808,689283819090870272,1169,3433
809,689289219123089408,996,2356
810,689517482558820352,1520,3549
811,689557536375177216,487,2137
812,689599056876867584,5875,12129
813,689623661272240128,681,2331
814,689659372465688576,4111,10805
815,689661964914655232,987,3345
816,689835978131935232,799,2258
817,689877686181715968,1254,3166
818,689905486972461056,733,2537
819,689977555533848576,474,1429
820,689993469801164800,481,1530
821,689999384604450816,396,1490
822,690005060500217856,1792,3833
823,690015576308211712,788,2625
824,690021994562220032,1100,2909
825,690248561355657216,437,1753
826,690348396616552448,548,1572
827,690360449368465408,948,2757
828,690374419777196032,913,3408
829,690400367696297984,479,1957
830,690597161306841088,638,2049
831,690607260360429568,17,305
832,690649993829576704,296,1365
833,690690673629138944,846,2427
834,690728923253055488,549,2265
835,690735892932222976,1351,3946
836,690932576555528192,1085,3429
837,690938899477221376,2111,4305
838,690959652130045952,1331,3751
839,690989312272396288,3033,6155
840,691090071332753408,356,1788
841,691096613310316544,935,3089
842,691321916024623104,700,2688
843,691416866452082688,8117,20152
844,691444869282295808,893,2768
845,691459709405118464,1220,4237
846,691483041324204032,597,2478
847,691675652215414784,534,2029
848,691756958957883392,1082,3018
849,691793053716221952,4455,8467
850,691820333922455552,1758,4122
851,692017291282812928,1008,2992
852,692041934689402880,1351,3552
853,692142790915014656,416,1717
854,692158366030913536,840,2243
855,692187005137076224,866,2636
856,692417313023332352,3685,9739
857,692423280028966912,243,1540
858,692530551048294400,440,1927
859,692535307825213440,1441,3338
860,692568918515392512,1627,4539
861,692752401762250752,3849,7128
862,692828166163931136,930,3015
863,692894228850999296,857,2376
864,692901601640583168,641,1863
865,692905862751522816,926,2549
866,692919143163629568,791,2780
867,693095443459342336,490,1957
868,693109034023534592,650,1793
869,693155686491000832,3394,8229
870,693231807727280128,776,2991
871,693262851218264064,529,2329
872,693267061318012928,862,2495
873,693280720173801472,1312,3511
874,693486665285931008,669,1858
875,693582294167244800,270,1716
876,693590843962331136,2092,5284
877,693622659251335168,389,1613
878,693629975228977152,844,2553
879,693642232151285760,438,2645
880,693644216740769792,134,1402
881,693647888581312512,626,2821
882,693942351086120960,387,1808
883,693993230313091072,428,1951
884,694001791655137280,1090,3545
885,694183373896572928,986,3079
886,694206574471057408,2152,4367
887,694329668942569472,529,2096
888,694342028726001664,512,1644
889,694352839993344000,657,2133
890,694356675654983680,304,1570
891,694669722378485760,15327,37293
892,694905863685980160,986,2871
893,694925794720792576,968,2810
894,695051054296211456,834,2777
895,695064344191721472,636,1676
896,695074328191332352,1172,2965
897,695095422348574720,651,2753
898,695314793360662528,1553,3796
899,695409464418041856,3786,9017
900,695446424020918272,1919,4559
901,695629776980148224,2220,4755
902,695767669421768704,791,1954
903,695794761660297216,823,3322
904,695816827381944320,1237,3140
905,696100768806522880,704,2019
906,696405997980676096,1207,3352
907,696488710901260288,1091,2649
908,696490539101908992,154,1272
909,696518437233913856,1800,4066
910,696713835009417216,680,2470
911,696744641916489728,990,2155
912,696754882863349760,377,1539
913,696877980375769088,750,2542
914,696886256886657024,1904,5050
915,696894894812565504,710,2433
916,696900204696625152,1083,3325
917,697242256848379904,707,2620
918,697255105972801536,1228,3146
919,697259378236399616,1052,3427
920,697270446429966336,1972,4876
921,697463031882764288,1462,3551
922,697482927769255936,712,2520
923,697516214579523584,1197,2165
924,697575480820686848,528,2127
925,697596423848730624,1333,3161
926,697616773278015488,1073,3294
927,697630435728322560,570,1823
928,697881462549430272,1265,3146
929,697943111201378304,727,2500
930,697990423684476928,1374,3426
931,697995514407682048,354,1599
932,698178924120031232,787,2923
933,698195409219559424,6309,17480
934,698262614669991936,2127,4953
935,698342080612007936,1004,2359
936,698355670425473024,479,1948
937,698549713696649216,655,2425
938,698635131305795584,360,1345
939,698703483621523456,402,1515
940,698710712454139904,723,2580
941,698907974262222848,660,2643
942,698953797952008192,956,2818
943,698989035503689728,1041,3521
944,699036661657767936,1266,2716
945,699060279947165696,1911,3941
946,699072405256409088,1259,3139
947,699079609774645248,693,2559
948,699088579889332224,666,2336
949,699323444782047232,914,3302
950,699370870310113280,461,1962
951,699413908797464576,651,2160
952,699423671849451520,349,1431
953,699434518667751424,537,2258
954,699446877801091072,2768,6196
955,699691744225525760,4870,10688
956,699775878809702400,640,2042
957,699779630832685056,1319,2885
958,699788877217865728,527,2333
959,699801817392291840,1014,3195
960,700002074055016448,1421,3454
961,700029284593901568,620,2157
962,700062718104104960,734,2758
963,700143752053182464,2910,7850
964,700151421916807168,704,2331
965,700167517596164096,788,2756
966,700462010979500032,1907,4315
967,700505138482569216,601,2378
968,700518061187723264,850,2749
969,700747788515020800,9904,23823
970,700796979434098688,1011,2536
971,700847567345688576,528,2530
972,700864154249383936,650,2699
973,700890391244103680,609,2307
974,701214700881756160,5416,12737
975,701545186879471616,649,2772
976,701570477911896064,987,2935
977,701601587219795968,483,2177
978,701805642395348992,1791,3575
979,701889187134500864,1458,3698
980,701952816642965504,1082,3980
981,701981390485725184,1051,3597
982,702217446468493312,1417,5003
983,702276748847800320,808,2573
984,702321140488925184,1094,3421
985,702332542343577600,1649,3331
986,702539513671897088,1011,2996
987,702598099714314240,3631,12713
988,702671118226825216,595,2292
989,702684942141153280,1145,3360
990,702899151802126336,479,1678
991,702932127499816960,761,2700
992,703041949650034688,13274,27492
993,703079050210877440,3285,7713
994,703268521220972544,574,2052
