,tweet_id,retweet_count,favorite_count
995,703356393781329920,408,1995
996,703382836347330560,1197,3660
997,703407252292673536,736,2555
998,703425003149250560,1456,3954
999,703611486317502464,1598,4018
1000,703631701117943808,725,2702
1001,703769065844768768,1202,3422
1002,703774238772166656,492,1909
1003,704054845121142784,964,3037
1004,704113298707505152,594,1931
1005,704134088924532736,494,1572
1006,704347321748819968,367,1657
1007,704364645503647744,3760,8358
1008,704480331685040128,1119,3534
1009,704491224099647488,84,794
1010,704499785726889984,1058,3054
1011,704761120771465216,3067,6900
1012,704819833553219584,1053,2745
1013,704847917308362752,1624,5316
1014,704859558691414016,578,2346
1015,704871453724954624,1175,4434
1016,705066031337840640,639,2261
1017,705102439679201280,538,2239
1018,705223444686888960,852,2682
1019,705239209544720384,789,3116
1020,705428427625635840,1785,3976
1021,705442520700944384,1738,4636
1022,705475953783398400,974,3076
1023,705591895322394624,1218,3304
1024,705786532653883392,554,2028
1025,705898680587526144,588,2472
1026,705970349788291072,940,3267
1027,705975130514706432,776,3232
1028,706153300320784384,404,1543
1029,706166467411222528,1701,5363
1030,706169069255446528,2355,4059
1031,706265994973601792,974,2850
1032,706291001778950144,495,1772
1033,706310011488698368,8441,22275
1034,706346369204748288,971,3588
1035,706516534877929472,1095,3228
1036,706538006853918720,1491,3596
1037,706593038911545344,664,2244
1038,706644897839910912,1158,2685
1039,706681918348251136,1023,3458
1040,706901761596989440,631,2151
1041,706904523814649856,8287,15178
1042,707014260413456384,627,2400
1043,707021089608753152,1446,4242
1044,707038192327901184,841,2280
1045,707059547140169728,712,2691
1046,707297311098011648,836,2882
1047,707315916783140864,678,2579
1048,707377100785885184,1143,3422
1049,707387676719185920,1372,3647
1050,707411934438625280,630,2379
1051,707420581654872064,730,2372
1052,707610948723478528,6778,17665
1053,707629649552134144,933,2683
1054,707693576495472640,1062,3581
1055,707738799544082432,2621,4264
1056,707741517457260544,646,2601
1057,707776935007539200,1001,3419
1058,707969809498152960,1026,2810
1059,707983188426153984,2,51
1060,707995814724026368,1186,3261
1061,708026248782585856,2024,4544
1062,708109389455101952,573,2009
1063,708119489313951744,1033,2789
1064,708130923141795840,886,3527
1065,708149363256774656,1623,4449
1066,708349470027751424,779,2444
1067,708356463048204288,1409,3755
1068,708400866336894976,10702,16661
1069,708469915515297792,865,3214
1070,708479650088034304,710,2655
1071,708711088997666816,762,2656
1072,708738143638450176,864,2857
1073,708810915978854400,7341,17168
1074,708834316713893888,533,1761
1075,708845821941387264,947,3104
1076,708853462201716736,694,1864
1077,709042156699303936,1732,4943
1078,709158332880297984,443,2121
1079,709179584944730112,709,2091
1080,709198395643068416,675,2514
1081,709207347839836160,6178,13103
1082,709225125749587968,603,2502
1083,709409458133323776,730,2720
1084,709449600415961088,611,2321
1085,709519240576036864,251,1545
1086,709556954897764352,1122,3426
1087,709566166965075968,1272,3683
1088,709852847387627520,1261,3647
1089,709901256215666688,105,702
1090,709918798883774464,1124,3109
1091,710117014656950272,2108,5725
1092,710140971284037632,940,2872
1093,710153181850935296,944,3028
1094,710269109699739648,1191,2492
1095,710272297844797440,1328,4716
1096,710283270106132480,543,2222
1097,710296729921429504,781,2462
1098,710588934686908416,1981,4726
1099,710609963652087808,2491,4980
1100,710658690886586368,596,2399
1101,710833117892898816,568,2799
1102,710844581445812224,729,2653
1103,710997087345876992,1465,4733
1104,711008018775851008,651,3113
1105,711306686208872448,771,3446
1106,711363825979756544,1198,3807
1107,711652651650457600,972,4024
1108,711694788429553664,19318,34161
1109,711732680602345472,4359,9239
1110,711743778164514816,1039,2950
1111,711968124745228288,2445,8377
1112,711998809858043904,131,0
1113,712065007010385920,662,2350
1114,712085617388212224,509,3373
1115,712092745624633344,943,3057
1116,712097430750289920,1097,3942
1117,712309440758808576,25,253
1118,712438159032893440,1651,5529
1119,712668654853337088,1282,4315
1120,712717840512598016,5277,12836
1121,712809025985978368,7106,19304
1122,713175907180089344,1535,4628
1123,713177543487135744,2984,7487
1124,713411074226274304,1365,4584
1125,713761197720473600,1453,5071
1126,713900603437621248,778,2949
1127,713909862279876608,570,1989
1128,713919462244790272,818,3405
1129,714141408463036416,1481,4475
1130,714214115368108032,928,2357
1131,714251586676113408,884,3391
1132,714258258790387712,755,3139
1133,714485234495041536,1221,2821
1134,714606013974974464,974,3768
1135,714631576617938944,1058,3393
1136,714957620017307648,1498,4292
1137,714962719905021952,4505,7652
1138,714982300363173888,1087,3898
1139,715009755312439296,1306,4332
1140,715200624753819648,1988,5319
1141,715220193576927232,688,2509
1142,715342466308784128,719,3147
1143,715360349751484416,1662,5682
1144,715680795826982912,1710,4494
1145,715696743237730304,1356,4047
1146,715704790270025728,596,2899
1147,715733265223708672,1782,4851
1148,715758151270801408,1504,3872
1149,715928423106027520,921,3309
1150,716080869887381504,2023,6985
1151,716285507865542656,1145,2886
1152,716439118184652800,222,2456
1153,716447146686459904,6229,13596
1154,716730379797970944,454,1280
1155,716791146589110272,1514,6216
1156,716802964044845056,1244,4450
1157,717009362452090880,1026,3399
1158,717047459982213120,2017,6511
1159,717421804990701568,883,3269
1160,717428917016076288,478,1670
1161,717537687239008256,1936,5968
1162,717790033953034240,1188,2993
1163,717841801130979328,623,2542
1164,718234618122661888,1063,4026
1165,718246886998687744,528,2003
1166,718454725339934720,1590,5047
1167,718460005985447936,554,2797
1168,718540630683709440,1070,2574
1169,718613305783398400,508,2530
1170,718631497683582976,8519,19597
1171,718939241951195136,1862,5437
1172,718971898235854848,1156,3624
1173,719332531645071360,1004,3548
1174,719339463458033664,1319,4579
1175,719367763014393856,781,2900
1176,719551379208073216,2034,5252
1177,719704490224398336,1528,4722
1178,719991154352222208,1840,5013
1179,720043174954147840,2115,5095
1180,720059472081784832,1186,4038
1181,720340705894408192,1031,2973
1182,720389942216527872,2652,6640
1183,720415127506415616,1581,4292
1184,720775346191278080,713,2575
1185,720785406564900864,811,3235
1186,721001180231503872,652,2624
1187,721503162398597120,1975,4834
1188,722613351520608256,1726,5153
1189,722974582966214656,1653,4256
1190,723179728551723008,1976,5492
1191,723673163800948736,941,3138
1192,723688335806480384,3147,7992
1193,723912936180330496,1293,4049
1194,724004602748780544,1659,4349
1195,724046343203856384,593,2762
1196,724049859469295616,1865,4483
1197,724405726123311104,1736,5505
1198,724771698126512128,675,2467
1199,724983749226668032,1374,3861
1200,725458796924002304,656,1463
1201,725729321944506368,1882,5383
1202,725786712245440512,1434,4320
1203,725842289046749184,2802,7323
1204,726224900189511680,1208,4583
1205,726828223124897792,1060,3690
1206,726887082820554752,1590,3987
1207,726935089318363136,2588,7149
1208,727155742655025152,1401,3793
1209,727175381690781696,1455,4028
1210,727286334147182592,863,3160
1211,727314416056803328,793,3465
1212,727524757080539136,1286,4646
1213,727644517743104000,1846,6126
1214,727685679342333952,667,3047
1215,728015554473250816,1159,4259
1216,728035342121635840,1760,4728
1217,728046963732717568,1245,4472
1218,728387165835677696,1013,3812
1219,728409960103686144,2114,5103
1220,728653952833728512,1095,3436
1221,728751179681943552,714,2881
1222,728760639972315136,1804,4863
1223,728986383096946688,863,3280
1224,729113531270991872,348,1959
1225,729463711119904768,2446,6032
1226,729823566028484608,1309,4147
1227,729838605770891264,408,1774
1228,729854734790754304,1190,4201
1229,730196704625098752,2034,5075
1230,730211855403241472,1116,3981
1231,730427201120833536,1105,3602
1232,730573383004487680,2276,5112
1233,730924654643314688,2091,6370
1234,731156023742988288,1348,3988
1235,731285275100512256,1040,3626
1236,732005617171337216,5773,15534
1237,732375214819057664,2669,8419
1238,732585889486888960,818,3826
1239,732726085725589504,932,3672
1240,732732193018155008,564,2534
1241,733109485275860992,17797,51242
1242,733460102733135872,1350,4374
1243,733482008106668032,1001,3273
1244,733822306246479872,1067,3810
1245,733828123016450048,822,3731
1246,734559631394082816,418,1559
1247,734776360183431168,576,2617
1248,734787690684657664,6663,13075
1249,734912297295085568,546,2849
1250,735137028879360000,1025,3252
1251,735256018284875776,940,3479
1252,735274964362878976,5376,13548
1253,735635087207878656,2487,6432
1254,735648611367784448,1167,4167
1255,735991953473572864,1220,3741
1256,736010884653420544,3153,8220
1257,736225175608430592,2930,8465
1258,736365877722001408,1323,4155
1259,736392552031657984,7857,18492
1260,736736130620620800,1838,4484
1261,737310737551491072,7868,15293
1262,737322739594330112,858,3761
1263,737445876994609152,4728,10708
1264,737678689543020544,1411,5247
1265,737800304142471168,3667,10414
1266,737826014890496000,1862,5494
1267,738156290900254720,694,2640
1268,738166403467907072,3604,9170
1269,738184450748633088,1278,4490
1270,738402415918125056,891,3387
1271,738537504001953792,1652,5309
1272,738883359779196928,857,3470
1273,738885046782832640,1208,3925
1274,738891149612572672,6,112
1275,739238157791694848,61594,120852
1276,739485634323156992,3120,7489
1277,739544079319588864,22688,41349
1278,739606147276148736,1756,5598
1279,739623569819336704,1446,3965
1280,739844404073074688,906,3956
1281,739932936087216128,1145,4225
1282,739979191639244800,6286,20810
1283,740214038584557568,2086,6974
1284,740359016048689152,909,3441
1285,740365076218183680,461,2581
1286,740373189193256960,14105,36318
1287,740676976021798912,7204,18932
1288,740699697422163968,828,2956
1289,740711788199743488,992,3549
1290,740995100998766592,2940,6673
1291,741067306818797568,3276,9857
1292,741099773336379392,5899,10466
1293,741303864243200000,3432,9145
1294,741438259667034112,884,3828
1295,741743634094141440,2931,8524
1296,741793263812808704,1600,4759
1297,742150209887731712,1653,5353
1298,742161199639494656,1465,4535
1299,742385895052087296,2110,7101
1300,742423170473463808,4029,10255
1301,742465774154047488,4136,7572
1302,742528092657332224,2119,4621
1303,742534281772302336,3774,7351
1304,743210557239623680,1451,4007
1305,743222593470234624,2020,6464
1306,743253157753532416,1295,4415
1307,743510151680958464,3932,8256
1308,743545585370791936,991,3671
1309,743595368194129920,6985,19251
1310,743609206067040256,1463,4675
1311,743835915802583040,2212,0
1312,743895849529389056,1016,3805
1313,743980027717509120,1154,4347
1314,744223424764059648,393,1759
1315,744234799360020480,83198,163604
1316,744334592493166592,2268,7063
1317,744709971296780288,1656,5840
1318,744971049620602880,2867,8236
1319,744995568523612160,659,3107
1320,745057283344719872,2417,7547
1321,745074613265149952,3752,8186
1322,745314880350101504,2954,7497
1323,745422732645535744,2583,8963
1324,745433870967832576,2700,7405
1325,745712589599014912,2468,7299
1326,745789745784041472,1134,4209
1327,746056683365994496,864,3704
1328,746131877086527488,2347,7228
1329,746369468511756288,1751,6446
1330,746507379341139968,1149,4847
1331,746521445350707200,1047,0
1332,746542875601690624,1991,5262
1333,746726898085036032,1909,6307
1334,746757706116112384,4161,10008
1335,746790600704425984,1694,5102
1336,746818907684614144,1835,5550
1337,746872823977771008,2289,6273
1338,746906459439529984,315,3012
1339,747103485104099328,4247,10018
1340,747204161125646336,981,3530
1341,747219827526344704,1682,5522
1342,747242308580548608,3067,0
1343,747439450712596480,2054,5675
1344,747461612269887488,1096,4041
1345,747512671126323200,1694,5792
1346,747594051852075008,1120,3863
1347,747600769478692864,586,2427
1348,747648653817413632,6231,13500
1349,747651430853525504,165,1445
1350,747816857231626240,1240,5071
1351,747844099428986880,800,2941
1352,747885874273214464,1050,3083
1353,747933425676525568,2718,6927
1354,747963614829678592,2285,6047
1355,748220828303695872,8318,14814
1356,748307329658011648,759,3839
1357,748324050481647616,816,3872
1358,748337862848962560,4392,8045
1359,748346686624440320,1322,5475
1360,748568946752774144,715,2285
1361,748575535303884800,2118,6347
1362,748692773788876800,1417,4443
1363,748699167502000128,1703,4959
1364,748705597323898880,1013,2896
1365,748932637671223296,2417,6116
1366,748977405889503232,3634,11239
1367,749036806121881600,838,3254
1368,749064354620928000,1618,5016
1369,749075273010798592,2213,6033
1370,749317047558017024,2365,5743
1371,749395845976588288,3704,9014
1372,749403093750648832,580,2753
1373,749417653287129088,1776,6391
1374,749774190421639168,1401,4876
1375,749981277374128128,2615,5354
1376,749996283729883136,866,3186
1377,750011400160841728,970,3405
1378,750026558547456000,841,2841
1379,750041628174217216,663,3328
1380,750056684286914560,955,3295
1381,750071704093859840,3575,8248
1382,750086836815486976,581,2280
1383,750101899009982464,903,3187
1384,750117059602808832,1388,4545
1385,750132105863102464,1365,3815
1386,750147208377409536,1029,3257
1387,750381685133418496,30,726
1388,750383411068534784,1219,4779
1389,750429297815552000,4602,13832
1390,750506206503038976,1231,4660
1391,750719632563142656,5394,13850
1392,750868782890057728,1480,5012
1393,751132876104687616,1393,5330
1394,751205363882532864,1964,6612
1395,751251247299190784,6288,13118
1396,751456908746354688,1070,3364
1397,751538714308972544,1355,5287
1398,751583847268179968,1189,4616
1399,751598357617971200,3258,8296
1400,751793661361422336,3116,6159
1401,751830394383790080,2100,6094
1402,751937170840121344,1443,5473
1403,751950017322246144,999,3229
1404,752173152931807232,1977,6249
1405,752309394570878976,17905,0
1406,752334515931054080,1182,4012
1407,752519690950500352,3696,7742
1408,752568224206688256,2451,5802
1409,752660715232722944,1684,4632
1410,752682090207055872,1721,6286
1411,752701944171524096,3102,0
1412,752917284578922496,1688,7248
1413,752932432744185856,7331,13284
1414,753026973505581056,1046,4091
1415,753039830821511168,22458,39046
1416,753294487569522688,1118,3564
1417,753298634498793472,6175,0
1418,753375668877008896,2500,8025
1419,753398408988139520,2064,6069
1420,753420520834629632,3829,8331
1421,753655901052166144,2329,6146
1422,754120377874386944,2507,8239
1423,754449512966619136,786,3934
1424,754482103782404096,2091,5572
1425,754747087846248448,555,2705
1426,754856583969079296,2714,7227
1427,754874841593970688,8586,0
1428,755110668769038336,11879,22324
1429,755206590534418432,5786,17315
1430,755955933503782912,3105,7711
1431,756275833623502848,1631,6756
1432,756288534030475264,18749,45055
1433,756303284449767424,1162,4150
1434,756526248105566208,3874,10935
1435,756651752796094464,1405,5321
1436,756939218950160384,2158,6996
1437,756998049151549440,2129,6598
1438,757354760399941632,1531,4748
1439,757393109802180608,1876,6133
1440,757400162377592832,7344,15923
1441,757596066325864448,1136,4578
1442,757597904299253760,314,0
1443,757611664640446464,1200,4799
1444,757725642876129280,1304,4778
1445,757729163776290816,8699,0
1446,757741869644341248,3494,7247
1447,758041019896193024,402,2848
1448,758099635764359168,10821,20201
1449,758355060040593408,1163,3613
1450,758405701903519744,2073,5474
1451,758467244762497024,2390,5058
1452,758474966123810816,1068,4025
1453,758740312047005696,1725,6031
1454,758828659922702336,4112,11758
1455,758854675097526272,959,3738
1456,759047813560868864,2175,6847
1457,759099523532779520,4484,15301
1458,759159934323924992,1245,0
1459,759197388317847552,2089,6372
1460,759446261539934208,520,1759
1461,759447681597108224,2627,8946
1462,759557299618865152,1262,4943
1463,759566828574212096,22689,0
1464,759793422261743616,2041,6284
1465,759846353224826880,2130,7071
1466,759923798737051648,6080,15451
1467,759943073749200896,2247,6251
1468,760153949710192640,34,0
1469,760190180481531904,1943,5998
1470,760252756032651264,930,4143
1471,760290219849637888,12348,28289
1472,760521673607086080,1503,4458
1473,760539183865880576,3902,7991
1474,760641137271070720,1387,5224
1475,760656994973933568,2072,6960
1476,760893934457552896,1044,4028
1477,761004547850530816,3733,11929
1478,761227390836215808,1673,5595
1479,761292947749015552,1180,4707
1480,761334018830917632,1562,5479
1481,761371037149827072,19318,0
1482,761599872357261312,1265,4351
1483,761672994376806400,31224,52281
1484,761745352076779520,923,4479
1485,761750502866649088,4232,0
1486,761976711479193600,2176,5695
1487,762035686371364864,16795,33734
1488,762316489655476224,1212,5080
1489,762464539388485632,4509,10876
1490,762471784394268672,6972,11897
1491,762699858130116608,3905,12832
1492,763103485927849984,2457,7763
1493,763167063695355904,3249,0
1494,763183847194451968,1582,5695
1495,763837565564780544,4487,13298
1496,763956972077010944,58,783
1497,764259802650378240,1632,6383
1498,764857477905154048,1906,6784
1499,765222098633691136,3646,12264
1500,765371061932261376,2329,7491
1501,765395769549590528,3660,27906
1502,765669560888528896,1312,5488
1503,765719909049503744,2314,7646
1504,766008592277377024,532,3958
1505,766069199026450432,925,4508
1506,766078092750233600,2802,0
1507,766313316352462848,2028,7164
1508,766423258543644672,1718,6353
1509,766693177336135680,850,4250
1510,766714921925144576,419,2754
1511,766793450729734144,1465,5358
1512,766864461642756096,6080,0
1513,767122157629476864,3069,10707
1514,767191397493538816,4102,12958
1515,767500508068192256,2517,7893
1516,767754930266464256,5797,16917
1517,767884188863397888,1512,5018
1518,768193404517830656,3820,11527
1519,768473857036525568,3700,14406
1520,768554158521745408,6286,0
1521,768596291618299904,1378,5299
1522,768609597686943744,1304,4346
1523,768855141948723200,958,4433
1524,768909767477751808,2910,0
1525,768970937022709760,7052,15229
1526,769212283578875904,1845,5708
1527,769335591808995328,8287,0
1528,769695466921623552,1788,6748
1529,769940425801170944,10409,33234
1530,770069151037685760,2484,8024
1531,770093767776997376,3276,0
1532,770293558247038976,1607,6598
1533,770414278348247040,2231,6649
1534,770655142660169728,1881,7743
1535,770772759874076672,1524,5489
1536,770787852854652928,1316,5236
1537,771004394259247104,236,0
1538,771014301343748096,1789,7266
1539,771102124360998912,1552,6599
1540,771136648247640064,3170,9707
1541,771171053431250944,8165,0
1542,771380798096281600,5508,11123
1543,771500966810099712,2835,8757
1544,771770456517009408,3668,12686
1545,771908950375665664,2048,6963
1546,772102971039580160,1001,4241
1547,772114945936949248,511,2877
1548,772117678702071808,795,3976
1549,772152991789019136,1207,3999
1550,772193107915964416,1496,6367
1551,772581559778025472,1822,6854
1552,772615324260794368,3646,0
1553,772826264096874496,2522,8464
1554,772877495989305344,4187,9074
1555,773191612633579520,4443,10576
1556,773247561583001600,3475,9968
1557,773308824254029824,8073,24615
1558,773336787167145984,5508,0
1559,773547596996571136,6670,23394
1560,773670353721753600,1399,5630
1561,773704687002451968,1755,6984
1562,773922284943896576,1873,6776
1563,773985732834758656,4190,11368
1564,774314403806253056,6026,23059
1565,774639387460112384,1869,7116
1566,774757898236878848,1913,9060
1567,775085132600442880,5107,16465
1568,775350846108426240,4223,10760
1569,775364825476165632,3220,7871
1570,775729183532220416,4950,13682
1571,775733305207554048,4333,14674
1572,775842724423557120,2893,12427
1573,775898661951791104,17797,0
1574,776088319444877312,165,1936
1575,776113305656188928,4715,12446
1576,776201521193218048,2727,10170
1577,776218204058357760,17295,31815
1578,776249906839351296,9904,0
1579,776477788987613184,3024,9375
1580,776813020089548800,1314,5175
1581,776819012571455488,14907,0
1582,777189768882946048,4689,15199
1583,777621514455814144,2695,9299
1584,777641927919427584,4602,0
1585,777684233540206592,3194,11905
1586,777885040357281792,1779,6751
1587,777953400541634560,3820,0
1588,778027034220126208,1758,6947
1589,778039087836069888,2851,8989
1590,778286810187399168,3578,11023
1591,778383385161035776,1202,6203
1592,778396591732486144,13274,0
1593,778408200802557952,4715,14489
1594,778624900596654080,1095,4933
1595,778650543019483136,1622,6112
1596,778748913645780992,1442,7323
1597,778764940568104960,399,912
1598,778774459159379968,10821,0
1599,778990705243029504,7878,21232
1600,779056095788752896,4912,15706
1601,779123168116150272,3958,12529
1602,779124354206535680,19975,0
1603,779377524342161408,3381,9366
1604,779834332596887552,7689,20135
1605,780074436359819264,5420,13013
1606,780092040432480256,2500,0
1607,780192070812196864,2426,9249
1608,780459368902959104,1162,5618
1609,780476555013349376,126,0
1610,780496263422808064,4029,0
1611,780543529827336192,1875,6693
1612,780601303617732608,3622,12839
1613,780800785462489088,1414,5844
1614,780858289093574656,2178,7646
1615,780931614150983680,7974,22978
1616,781163403222056960,2975,10375
1617,781251288990355456,2283,8963
1618,781308096455073792,2767,7567
1619,781524693396357120,6024,22052
1620,781655249211752448,1216,4253
1621,781661882474196992,2948,11097
1622,781955203444699136,3658,11817
1623,782021823840026624,6778,0
1624,782305867769217024,6063,17715
1625,782598640137187328,2037,8265
1626,782722598790725632,5877,18375
1627,782747134529531904,1515,7933
1628,782969140009107456,7992,25647
1629,783085703974514688,2412,8645
1630,783334639985389568,12737,31064
1631,783347506784731136,6093,0
1632,783391753726550016,5985,17927
1633,783466772167098368,2451,8987
1634,783695101801398272,3515,11112
1635,783821107061198848,2129,7821
1636,783839966405230592,11767,31961
1637,784057939640352768,12123,31792
1638,784183165795655680,8781,21401
1639,784431430411685888,1394,6058
1640,784517518371221504,2764,9539
1641,784826020293709824,3526,10787
1642,785170936622350336,5289,12869
1643,785264754247995392,1777,7737
1644,785515384317313024,1370,6496
1645,785533386513321984,2183,9689
1646,785639753186217984,2418,8313
1647,785872687017132032,1986,7113
1648,785927819176054784,3451,12100
1649,786036967502913536,7689,0
1650,786051337297522688,168,1535
1651,786233965241827328,5200,16292
1652,786286427768250368,3111,8477
1653,786363235746385920,3813,11607
1654,786595970293370880,3373,10029
1655,786664955043049472,2786,11364
1656,786709082849828864,6643,19360
1657,786729988674449408,2627,0
1658,786963064373534720,8704,28330
1659,787111942498508800,7331,0
1660,787322443945877504,1907,8305
1661,787397959788929024,3093,11561
1662,787717603741622272,3036,10896
1663,787810552592695296,3336,9243
1664,788039637453406208,1444,6553
1665,788070120937619456,3733,0
1666,788150585577050112,1423,6550
1667,788178268662984704,2307,7703
1668,788412144018661376,5779,16626
1669,788552643979468800,7857,0
1670,788765914992902144,11241,29245
1671,788908386943430656,13518,29229
1672,789137962068021248,3054,10350
1673,789268448748703744,2819,9726
1674,789280767834746880,5394,0
1675,789314372632018944,2516,9189
1676,789530877013393408,3687,12533
1677,789599242079838208,2117,7218
1678,789628658055020544,1948,8005
1679,789903600034189312,4506,11083
1680,789960241177853952,4509,0
1681,789986466051088384,2533,9848
1682,790227638568808448,3905,0
1683,790277117346975744,3478,13382
1684,790337589677002752,2039,8343
1685,790581949425475584,7851,22049
1686,790698755171364864,2085,8737
1687,790723298204217344,2533,0
1688,790946055508652032,5125,17725
1689,790987426131050496,2336,10545
1690,791026214425268224,4487,0
1691,791312159183634432,2775,9377
1692,791406955684368384,4498,13996
1693,791672322847637504,3414,12537
1694,791774931465953280,24260,48177
1695,791780927877898240,4161,0
1696,791784077045166080,10517,0
1697,791821351946420224,22965,0
1698,792050063153438720,1971,7652
1699,792394556390137856,4688,14353
1700,792773781206999040,1833,7834
1701,792883833364439040,4678,12068
1702,792913359805018112,4384,15302
1703,793120401413079040,4276,13537
1704,793135492858580992,2728,6902
1705,793150605191548928,1866,6584
1706,793165685325201408,3041,10034
1707,793180763617361920,2181,7397
1708,793195938047070208,6152,16309
1709,793210959003287552,3071,9530
1710,793226087023144960,3128,10497
1711,793241302385262592,3581,11219
1712,793256262322548736,9121,21327
1713,793271401113350144,2591,9228
1714,793286476301799424,10062,26247
1715,793500921481273344,2600,11410
1716,793601777308463104,1784,8506
1717,793614319594401792,3414,0
1718,793845145112371200,2052,9825
1719,793962221541933056,5339,17950
1720,794205286408003584,3621,9826
1721,794332329137291264,2900,10219
1722,794355576146903040,11241,0
1723,794926597468000256,2518,10969
1724,794983741416415232,3687,0
1725,795076730285391872,5942,17325
1726,795400264262053888,3140,10763
1727,795464331001561088,26038,53146
1728,796031486298386432,4022,11539
1729,796080075804475392,2533,9032
1730,796116448414461952,2645,9710
1731,796125600683540480,1954,5277
1732,796149749086875648,15654,34489
1733,796177847564038144,15654,0
1734,796387464403357696,4560,11732
1735,796484825502875648,1928,8085
1736,796563435802726400,7974,0
1737,796759840936919040,3345,12655
1738,796865951799083008,2083,8181
1739,796904159865868288,9697,0
1740,797165961484890112,29,246
1741,797236660651966464,7246,21311
1742,797545162159308800,5302,15475
1743,797971864723324928,3432,12421
1744,798209839306514432,2794,11067
1745,798340744599797760,3668,0
1746,798576900688019456,6389,0
1747,798585098161549312,6233,0
1748,798628517273620480,2149,0
1749,798644042770751488,2025,0
1750,798665375516884992,4250,0
1751,798673117451325440,6048,0
1752,798682547630837760,5159,0
1753,798686750113755136,2535,0
1754,798694562394996736,5417,0
1755,798697898615730176,7106,0
1756,798701998996647936,8519,0
1757,798705661114773504,7204,0
1758,798925684722855936,1564,7940
1759,798933969379225600,4887,14034
1760,799063482566066176,2695,8617
1761,799297110730567680,3026,10571
1762,799308762079035392,6026,0
1763,799422933579902976,2091,8580
1764,799757965289017344,2360,8968
1765,799774291445383168,5107,0
1766,800018252395122688,14384,30285
1767,800141422401830912,2803,16338
1768,800188575492947968,4310,0
1769,800388270626521088,3073,11888
1770,800443802682937344,4715,0
1771,800459316964663296,2356,10093
1772,800513324630806528,3286,14012
1773,800751577355128832,3029,11195
1774,800855607700029440,1777,0
1775,800859414831898624,104,735
1776,801115127852503040,2283,8616
1777,801127390143516672,4333,0
1778,801167903437357056,6494,26126
1779,801285448605831168,913,6447
1780,801538201127157760,2242,8741
1781,801854953262350336,256,1878
1782,801958328846974976,1866,8225
1783,802185808107208704,289,0
1784,802239329049477120,2846,9672
1785,802265048156610560,1491,7038
1786,802323869084381184,6362,17313
1787,802572683846291456,2734,9528
1788,802600418706604032,1608,7585
1789,802624713319034880,3194,0
1790,802952499103731712,2197,9629
1791,803276597545603072,2690,10687
1792,803321560782307328,5797,0
1793,803380650405482496,2026,8265
1794,803638050916102144,4512,11698
1795,803692223237865472,8117,0
1796,803773340896923648,3026,10708
1797,804026241225523200,17717,47534
1798,804413760345620480,3526,0
1799,804475857670639616,2194,6538
1800,804738756058218496,4199,14617
1801,805207613751304192,1863,8310
1802,805487436403003392,2768,9334
1803,805520635690676224,1798,6120
1804,805823200554876928,8781,0
1805,805826884734976000,1999,7010
1806,805932879469572096,2088,8808
1807,805958939288408064,5877,0
1808,806219024703037440,1302,6843
1809,806242860592926720,12737,0
1810,806542213899489280,2578,10880
1811,806576416489959424,2095,5167
1812,806620845233815552,6024,0
1813,806629075125202944,38027,80018
1814,807010152071229440,4183,13895
1815,807059379405148160,7992,0
1816,807106840509214720,60660,126486
1817,807621403335917568,4012,15506
1818,808001312164028416,3862,13383
1819,808106460588765184,2399,9314
1820,808134635716833280,6494,0
1821,808344865868283904,22657,45247
1822,808501579447930880,2838,12003
1823,808733504066486272,2368,8426
1824,808838249661788160,3319,10762
1825,809084759137812480,3824,14061
1826,809220051211603968,6125,21203
1827,809448704142938112,1602,7375
1828,809808892968534016,5339,0
1829,809920764300447744,4267,16473
1830,810254108431155200,3658,15627
1831,810284430598270976,12425,37700
1832,810657578271330304,2890,11670
1833,810896069567610880,1954,9625
1834,810984652412424192,1560,5668
1835,811386762094317568,6966,22243
1836,811627233043480576,3400,13598
1837,811647686436880384,809,5937
1838,811744202451197952,1748,8028
1839,811985624773361664,1536,7724
1840,812372279581671424,4003,14560
1841,812466873996607488,2104,8494
1842,812503143955202048,1328,6460
1843,812709060537683968,1556,7045
1844,812781120811126784,2086,8073
1845,813051746834595840,7989,22282
1846,813066809284972544,2115,8465
1847,813081950185472000,3019,10502
1848,813096984823349248,3919,11202
1849,813112105746448384,3003,10983
1850,813127251579564032,3410,12610
1851,813130366689148928,485,4750
1852,813142292504645632,2568,8965
1853,813157409116065792,2416,8253
1854,813172488309972992,2083,9910
1855,813187593374461952,4760,21074
1856,813202720496779264,1960,9765
1857,813217897535406080,7954,19849
1858,813800681631023104,1918,8871
1859,813812741911748608,15266,38641
1860,813910438903693312,2044,9878
1861,813944609378369536,3478,0
1862,814153002265309184,9452,30572
1863,814530161257443328,2025,9191
1864,814578408554463232,6309,0
1865,814638523311648768,2953,11965
1866,814986499976527872,1407,8113
1867,815390420867969024,4148,10993
1868,815639385530101760,1791,8719
1869,815736392542261248,2473,10453
1870,815745968457060352,4498,0
1871,815966073409433600,9229,23805
1872,815990720817401856,1133,5305
1873,816014286006976512,5773,0
1874,816062466425819136,1133,0
1875,816091915477250048,2349,9479
1876,816336735214911488,2125,9124
1877,816450570814898176,8825,32437
1878,816697700272001024,2400,10398
1879,816816676327063552,2210,10605
1880,816829038950027264,5125,0
1881,817056546584727552,1800,9100
1882,817120970343411712,2846,12919
1883,817171292965273600,2192,9256
1884,817181837579653120,9229,0
1885,817415592588222464,1045,5953
